ID;Jour;Heure;Mode;Direction;Frequence;Motif_deplacement;Motif_dep_commentaires;Raison_plus_direct_plus_pratique;Raison_plus_agreable;Raison_moins_voiture;Raison_habitude;Raison_autre;Raison_autre_commentaire_libre;Sentiment_securite;Perception_risque_collision_pietons_cyclistes;Confort_rarement_gene_autres_usagers;Confort_lisibilite_positionnement;Perception_tensions;Cohabitation_agreable;Explication_ressenti_raison_1;Explication_ressenti_raison_2;Explication_ressenti_raison_3;Explication_ressenti_raison_4;Explication_ressenti_raison_5;Situations_evitement_axe;Evitement_quand;Evitement_pourquoi;Usagers_genants_cyclistes;Usagers_genants_livreurs_velo;Usagers_genants_pietons;Usagers_genants_trottinettes;Usagers_genants_voitures;Usagers_genants_camionnettes;Usagers_genants_autres;Usagers_genants_autres_commentaire_libre;Qualificatif_1;Qualificatif_2;Qualificatif_3;Genre;Age
C169;03/05/25;13:35;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;;bon equilibre pietons cyclistes;tout le monde se respecte;;;non;;;null;null;null;null;null;null;null;;agreable;;;femme;moins de 20
C170;03/05/25;13:35;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;plutot pas d'accord;;;;;;non;;;null;null;null;null;null;null;null;;agreable;desordonne;experimentale;homme;40-60
C171;03/05/25;13:40;cycliste ;vers corbeau;tous les jours;promenade;;null;oui;null;null;null;;tout a fait d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;;comportement derangeant cyclistes;bon equilibre pietons cyclistes;;;oui;marche de Noël;;null;null;oui;null;null;null;null;;agreable;vivant;;femme;20-40
C172;03/05/25;13:40;cycliste ;vers corbeau;tous les jours;travail/etudes;;null;null;null;oui;null;;pas du tout d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;;peur de gêner les pietons;absence de separation;;;non;;;null;null;null;null;null;null;null;;presse;balade;sourire;femme;20-40
C173;03/05/25;13:46;cycliste ;vers gallia;premiere fois;promenade;;null;oui;null;null;oui;au hasard;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;;bon equilibre pietons cyclistes;espace assez large;;;non-concerne;;;null;null;null;null;null;null;null;;serein;fluide;lisse;femme;ne sait pas 
C174;03/05/25;13:50;cycliste ;vers corbeau;toutes les semaines;promenade;;oui;null;null;null;oui;eviter centre ville;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;;trop de monde en general;absence de separation;;;non;;;null;null;null;null;null;null;null;;gênant;angoissant;;homme;20-40
C175;03/05/25;14:05;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;null;null;;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;;espace assez large;bon equilibre pietons cyclistes;;;non;;;null;oui;null;oui;null;null;null;;agreable;ouvert;rapide;femme;40-60
C176;03/05/25;14:15;cycliste ;vers corbeau;tous les jours;travail/etudes;;null;oui;null;null;null;;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;ne sait pas;tout a fait d'accord;plutot d'accord;;vitesse livreurs a velo;probleme avec les vehicule electrique (trotinettes,velos);;;non;;;null;null;null;null;null;null;null;;agreable;beau;;homme;60 et plus
C177;03/05/25;14:25;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;null;null;;ne sait pas;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;;complique avec les enfants;;;;oui;quand il y a du monde;trop frequente;null;null;oui;null;null;null;null;;incroyable;convivial;;homme;moins de 20
C178;03/05/25;14:30;cycliste ;vers gallia;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;tout a fait d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;;touristes ne comprennent pas l'espace;espace assez large;;;non;;;null;null;null;null;null;null;null;;agreable;aere;convivial;femme;40-60
C179;03/05/25;14:40;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;oui;oui;null;null;null;;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;tout a fait d'accord;plutot d'accord;;vitesse cyclistes;;;;non;;;null;null;null;null;null;null;null;;agreable;apaise;;homme;60 et plus
C180;03/05/25;15:00;cycliste ;vers corbeau;toutes les semaines;travail/etudes;;oui;oui;null;null;null;;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;;;;;;non;;;null;null;null;oui;null;null;null;;agreable;prudent;attentif;femme;40-60
C181;03/05/25;15:10;cycliste ;vers gallia;toutes les semaines;activites/loisirs;;oui;null;null;oui;null;;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;;vitesse cyclistes;touristes ne comprennent pas l'espace;manque d'attention pietons;les pietons se sentent agresses;non;;;null;oui;null;null;null;null;null;;agreable;fluide;beau;homme;20-40
C182;03/05/25;15:22;cycliste ;vers gallia;tous les jours;promenade;;null;oui;null;null;null;;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot d'accord;;vitesse cyclistes;conflits/tensions;absence de separation;;oui;je suis presse;;null;null;null;null;null;null;null;;agreable;trop peuple ;;homme;60 et plus
C183;03/05/25;15:30;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;null;oui;null;null;null;;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;;touristes ne comprennent pas l'espace;;;;oui;entre 12h-14h;trop frequente;null;oui;null;null;null;null;null;;bon vivre;vigilant;;homme;20-40
C184;03/05/25;15:40;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;oui;oui;null;null;null;;tout a fait d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;;comportement derangeant cyclistes;absence de separation;;;oui;soir;trop frequente;null;null;oui;oui;null;null;oui;motos;amusant;concentration;rapidite;homme;20-40
C185;03/05/25;15:40;cycliste ;vers gallia;tous les jours;travail/etudes;;oui;oui;null;null;null;;tout a fait d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;;faire attention (cyclistes ou pietons);les pietons se sentent agresses;;;non;;;null;null;null;null;null;null;null;;attention necessaire;tres variable;agreable;ne sait pas;ne sait pas 
C186;03/05/25;15:45;cycliste ;vers corbeau;moins souvent;travail/etudes;;oui;oui;null;null;null;;plutot d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;;les pietons se sentent agresses;manque d'attention pietons;comportement derangeant cyclistes;;non;;;null;null;null;null;oui;null;null;;agreable;pas clair;peu attentif;femme;20-40
C187;03/05/25;15:45;cycliste ;vers gallia;moins souvent;promenade;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;;absence de separation;;;;non;;;null;null;null;null;null;null;null;;attentif;complexite;;homme;20-40
C188;03/05/25;16:00;cycliste ;vers gallia;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;;manque de civisme/de communication;vitesse cyclistes;probleme avec les vehicule electrique (trotinettes,velos);;non;;;null;oui;null;oui;null;null;null;;content;;;homme;40-60
C189;03/05/25;16:00;cycliste ;vers corbeau;toutes les semaines;travail/etudes;;null;oui;null;null;null;;plutot d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;;;;;;oui;;aime le paysage;null;null;null;null;null;null;null;;agreable;;;homme;20-40
C190;03/05/25;16:00;cycliste ;vers corbeau;tous les jours;activites/loisirs;;null;null;oui;null;oui;travaux;tout a fait d'accord;pas du tout d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;;manque d'attention pietons;danger/peur;;;oui;manifestation;trop frequente;null;null;null;null;null;null;null;;rapide reflechit;large;encombre en h de pointe;homme;moins de 20
C191;03/05/25;16:15;cycliste ;vers gallia;toutes les semaines;activites/loisirs;;null;null;null;null;oui;eviter centre ville;tout a fait d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;;trop de pietons;obstacles amenagement (arbres, bancs…);absence de separation;;oui;marche de Noël;trop frequente;null;null;null;null;null;null;null;;slalom;vigilant;confus;femme;40-60
C192;03/05/25;16:30;cycliste ;vers gallia;toutes les semaines;activites/loisirs;;null;oui;oui;null;null;;tout a fait d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;;faire attention (cyclistes ou pietons);;;;non;;;null;oui;null;null;null;null;oui;ceux sans lumieres;bien-être;securise;civilites;femme;60 et plus
C193;03/05/25;16:30;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;;faire attention (cyclistes ou pietons);manque d'attention pietons;probleme avec les vehicule electrique (trotinettes,velos);;oui;samedi;trop frequente;oui;oui;oui;oui;null;null;null;;agreable;vigilance;civilite;femme;20-40
C194;03/05/25;16:32;cycliste ;vers gallia;moins souvent;activites/loisirs;;oui;null;null;oui;null;;plutot d'accord;plutot d'accord;plutot d'accord;plutot d'accord;ne sait pas;plutot d'accord;;aux cyclistes de s'adapter;;;;non;;;null;null;null;null;null;null;null;;progres;agreable;;homme;60 et plus
C195;03/05/25;16:35;cycliste ;vers corbeau;toutes les semaines;activites/loisirs;;null;oui;oui;null;null;;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;;trop de monde en general;vitesse cyclistes;;;oui;marche de Noël;trop frequente;null;null;null;null;null;null;null;;agreable;aquatique;esthetique;homme;20-40
C196;03/05/25;16:40;cycliste ;vers corbeau;toutes les semaines;promenade;;null;oui;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;;comportement derangeant cyclistes;conflits/tensions;;;oui;manifestation;;null;null;null;null;null;null;null;;grande reussite;apaise;superbe;homme;60 et plus
C197;03/05/25;16:45;cycliste ;vers corbeau;moins souvent;promenade;;null;oui;null;null;null;;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;;bon equilibre pietons cyclistes;tout le monde se respecte;faire attention (cyclistes ou pietons);;oui;quand il y a du monde;trop frequente;null;null;oui;null;null;null;null;;paisible;agreable;vigilance;homme;20-40
C198;03/05/25;16:45;cycliste ;vers corbeau;toutes les semaines;promenade;;oui;null;null;null;null;;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;;;;;;oui;marche de Noël;trop frequente;null;null;null;null;null;null;null;;bien;agreable;sympa;femme;moins de 20
C199;03/05/25;16:50;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;oui;null;null;;tout a fait d'accord;plutot d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;;probleme avec les voitures/camionnettes ;absence de separation;;;non;;;null;null;null;null;null;null;null;;plaisant;fonctionnel;large;homme;20-40
C200;03/05/25;17:00;cycliste ;vers gallia;moins souvent;activites/loisirs;;oui;null;null;null;null;;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;;faire attention (cyclistes ou pietons);;;;non;;;null;null;null;null;null;null;null;;agreable;rapide;;femme;20-40
C201;03/05/25;17:00;cycliste ;vers gallia;toutes les semaines;activites/loisirs;;oui;oui;null;null;null;;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;pas du tout d'accord;;faire attention (cyclistes ou pietons);complique avec les enfants;absence de separation;;oui;weekend;trop de pietons;null;null;null;null;null;null;oui;velos motorises;difficile;lent;joli;homme;40-60
C202;03/05/25;17:02;cycliste ;sans reponse;tous les jours;activites/loisirs;;null;null;null;oui;null;;tout a fait d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;ne sait pas;;absence de separation;;;;oui;manifestation;;null;null;null;null;null;null;null;;zig-zag;improvisation;prudence;homme;ne sait pas 
C203;03/05/25;17:03;cycliste ;vers gallia;tous les jours;activites/loisirs;;null;null;null;oui;null;;plutot pas d'accord;plutot d'accord;ne sait pas;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;;probleme avec les voitures/camionnettes ;complique avec les enfants;touristes ne comprennent pas l'espace;;non;;;null;null;null;null;null;null;null;;liberte;contraignant;sonore;femme;60 et plus
C204;03/05/25;17:10;cycliste ;vers corbeau;tous les jours;travail/etudes;;oui;null;null;oui;null;;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;;;;;;je ne sais pas ;;;null;null;null;null;null;null;null;;;;;homme;40-60
C205;03/05/25;17:10;cycliste ;vers corbeau;tous les jours;promenade;;oui;oui;null;null;null;;ne sait pas;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;plutot d'accord;;;;;;oui;quand il y a du monde;;null;null;null;null;null;null;null;;agreable;dangereux pour enfants;;homme;40-60
C206;03/05/25;17:21;cycliste ;vers gallia;tous les jours;promenade;;null;oui;null;null;null;;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;;vitesse livreurs a velo;faire attention (cyclistes ou pietons);complique avec les enfants;;non;;;null;null;null;null;null;null;null;;agreable;tranquille;anime;homme;20-40
C207;03/05/25;17:24;cycliste ;vers corbeau;moins souvent;activites/loisirs;;oui;null;null;null;null;;tout a fait d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;;absence de separation;;;;non;;;null;null;null;null;null;null;null;;agreable;sûr;convivial;homme;40-60
C208;03/05/25;17:30;cycliste ;sans reponse;tous les jours;activites/loisirs;;null;oui;null;null;null;;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;;bon equilibre pietons cyclistes;;;;non;;;null;null;null;null;null;null;null;;agreable;sympa;anime;homme;60 et plus
C209;03/05/25;17:35;cycliste ;sans reponse;toutes les semaines;activites/loisirs;;null;oui;oui;null;null;;plutot d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;;bon equilibre pietons cyclistes;;;;non;;;null;null;null;null;null;null;null;;agreable;fluide;complique;femme;20-40
C210;03/05/25;17:40;cycliste ;vers gallia;tous les jours;activites/loisirs;;null;null;oui;null;null;;plutot pas d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;;probleme avec les vehicule electrique (trotinettes,velos);vitesse cyclistes;;;non;;;null;oui;null;oui;null;null;null;;bonheur;convivialite;historique;femme;40-60
C211;03/05/25;17:45;cycliste ;vers gallia;tous les jours;promenade;;null;oui;null;null;null;;plutot pas d'accord;plutot d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;;vitesse cyclistes;obstacles amenagement (arbres, bancs…);absence de separation;manque d'attention pietons;non;;;null;null;null;null;null;null;null;;agreable;dangereux;ameliorable;femme;60 et plus
C212;03/05/25;17:47;cycliste ;vers gallia;moins souvent;autre;sport;oui;null;null;oui;null;;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;;aux cyclistes de s'adapter;comportement derangeant cyclistes;;;non;;;null;null;null;null;null;null;null;;sympathique;beau;direct;homme;60 et plus
C213;03/05/25;18:20;cycliste ;vers corbeau;tous les jours;activites/loisirs;;oui;null;null;oui;null;;pas du tout d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;;absence de separation;comportement derangeant cyclistes;manque d'attention pietons;;non;;;null;null;oui;null;oui;null;null;;agreable;dangereux;zone a securiser;homme;40-60
C214;03/05/25;18:35;cycliste ;vers corbeau;moins souvent;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;;;;;;oui;je suis presse;;null;null;null;null;null;null;null;;agreable;desagreable;cohabitation;homme;20-40
C215;03/05/25;18:50;cycliste ;vers gallia;toutes les semaines;autre;habitation;null;oui;null;null;null;;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;;cohabitation difficile entre les velos;probleme avec les vehicule electrique (trotinettes,velos);vitesse cyclistes;;non;;;null;null;null;null;null;null;null;;plaisant;risque;;femme;40-60
C216;03/05/25;18:55;cycliste ;vers gallia;moins souvent;activites/loisirs;;oui;null;null;null;null;;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;;espace assez large;faire attention (cyclistes ou pietons);;;non;;;null;oui;null;oui;null;null;null;;agreable;ensoleille;magnifique;femme;moins de 20
